(base) jupyter-st125462@puffer:~/RTML/A5$ python face_gan_celeba.py
2025-03-09 16:44:19,039 - FaceGAN - INFO - Using device: cuda
2025-03-09 16:44:19,077 - FaceGAN - INFO - CUDA is available. Using GPU: NVIDIA GeForce RTX 2080 Ti
2025-03-09 16:44:19,077 - FaceGAN - INFO - Starting Face GAN training...
2025-03-09 16:44:19,196 - FaceGAN - INFO - Found 202599 images in ./data/celeba/img_align_celeba
2025-03-09 16:44:19,196 - FaceGAN - INFO - CelebA dataset loaded successfully with 202599 images
2025-03-09 18:03:38,175 - FaceGAN - INFO - Discriminator Loss: 0.6251, Generator Loss: 1.3814
2025-03-09 18:03:38,175 - FaceGAN - INFO - D(x): 0.6089, D(G(z)): 0.2825
2025-03-09 18:03:44,242 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [600/1583]
2025-03-09 18:03:44,242 - FaceGAN - INFO - Discriminator Loss: 1.2681, Generator Loss: 5.2997
2025-03-09 18:03:44,242 - FaceGAN - INFO - D(x): 0.9662, D(G(z)): 0.0037
2025-03-09 18:03:50,294 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [700/1583]
2025-03-09 18:03:50,294 - FaceGAN - INFO - Discriminator Loss: 0.4083, Generator Loss: 3.8609
2025-03-09 18:03:50,295 - FaceGAN - INFO - D(x): 0.8771, D(G(z)): 0.0200
2025-03-09 18:03:56,347 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [800/1583]
2025-03-09 18:03:56,347 - FaceGAN - INFO - Discriminator Loss: 0.4654, Generator Loss: 4.4280
2025-03-09 18:03:56,347 - FaceGAN - INFO - D(x): 0.9331, D(G(z)): 0.0101
2025-03-09 18:04:02,406 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [900/1583]
2025-03-09 18:04:02,406 - FaceGAN - INFO - Discriminator Loss: 0.6847, Generator Loss: 1.5857
2025-03-09 18:04:02,406 - FaceGAN - INFO - D(x): 0.5895, D(G(z)): 0.2209
2025-03-09 18:04:08,468 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1000/1583]
2025-03-09 18:04:08,468 - FaceGAN - INFO - Discriminator Loss: 0.4244, Generator Loss: 3.4862
2025-03-09 18:04:08,468 - FaceGAN - INFO - D(x): 0.8965, D(G(z)): 0.0306
2025-03-09 18:04:14,504 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1100/1583]
2025-03-09 18:04:14,505 - FaceGAN - INFO - Discriminator Loss: 0.8088, Generator Loss: 1.3473
2025-03-09 18:04:14,505 - FaceGAN - INFO - D(x): 0.5364, D(G(z)): 0.3014
2025-03-09 18:04:20,564 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1200/1583]
2025-03-09 18:04:20,564 - FaceGAN - INFO - Discriminator Loss: 0.4120, Generator Loss: 3.7885
2025-03-09 18:04:20,564 - FaceGAN - INFO - D(x): 0.8186, D(G(z)): 0.0251
2025-03-09 18:04:26,635 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1300/1583]
2025-03-09 18:04:26,635 - FaceGAN - INFO - Discriminator Loss: 0.4316, Generator Loss: 3.2712
2025-03-09 18:04:26,635 - FaceGAN - INFO - D(x): 0.8973, D(G(z)): 0.0375
2025-03-09 18:04:32,691 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1400/1583]
2025-03-09 18:04:32,691 - FaceGAN - INFO - Discriminator Loss: 0.4826, Generator Loss: 2.8804
2025-03-09 18:04:32,691 - FaceGAN - INFO - D(x): 0.8370, D(G(z)): 0.0556
2025-03-09 18:04:38,714 - FaceGAN - INFO - Epoch: [49/50], Batch Num: [1500/1583]
2025-03-09 18:04:38,714 - FaceGAN - INFO - Discriminator Loss: 0.4965, Generator Loss: 2.5357
2025-03-09 18:04:38,714 - FaceGAN - INFO - D(x): 0.7467, D(G(z)): 0.0821
2025-03-09 18:04:43,828 - FaceGAN - INFO - Models saved at epoch 49
2025-03-09 18:04:43,828 - FaceGAN - INFO - Epoch 49 completed in 96.31 seconds
2025-03-09 18:04:43,992 - FaceGAN - INFO - Models saved at epoch 49
2025-03-09 18:04:44,497 - FaceGAN - INFO - Loss plot saved to results/face_gan/loss_plot.png
2025-03-09 18:04:45,792 - FaceGAN - INFO - Score plot saved to results/face_gan/score_plot.png
2025-03-09 18:04:45,792 - FaceGAN - INFO - Face GAN training completed in 1:20:26.328459
2025-03-09 18:04:45,809 - FaceGAN - INFO - Generating 16 face images...
2025-03-09 18:04:46,305 - FaceGAN - INFO - Generated images saved to results/face_gan/generated
2025-03-09 18:04:46,306 - FaceGAN - INFO - Grid image saved to results/face_gan/generated_faces_grid.png
2025-03-09 18:04:46,306 - FaceGAN - INFO - Generating face interpolation...
2025-03-09 18:04:46,561 - FaceGAN - INFO - Interpolation saved to results/face_gan/face_interpolation.png
2025-03-09 18:04:46,561 - FaceGAN - INFO - Training and generation completed successfully!
